Date,State,Category,Dollars,LastYear
2021-02-07,Illinois,Fruits,9149058,8332812
2021-02-14,Illinois,Fruits,9024945,8097412
2021-02-21,Illinois,Fruits,8786308,8061184
2021-02-28,Illinois,Fruits,9074953,8355871
2021-03-07,Illinois,Fruits,9176441,9085522
2021-03-14,Illinois,Fruits,9252927,15198188
2021-03-21,Illinois,Fruits,8756697,13728003
2021-03-28,Illinois,Fruits,8775260,8727013
2021-04-04,Illinois,Fruits,10194343,10265319
2021-04-11,Illinois,Fruits,8980306,10873742
2021-04-18,Illinois,Fruits,9024736,9772284
2021-04-25,Illinois,Fruits,8955187,9934512
2021-05-02,Illinois,Fruits,8944418,9829100
2021-05-09,Illinois,Fruits,9103458,9734009
2021-05-16,Illinois,Fruits,8572246,9117145
2021-05-23,Illinois,Fruits,8531299,9015532
2021-05-30,Illinois,Fruits,8633956,8630140
2021-06-06,Illinois,Fruits,8377622,8391586
2021-06-13,Illinois,Fruits,8551885,8446106
2021-06-20,Illinois,Fruits,8333507,8360362
2021-06-27,Illinois,Fruits,7826998,7734005
2021-07-04,Illinois,Fruits,8451386,8552412
2021-07-11,Illinois,Fruits,8093648,8098186
2021-07-18,Illinois,Fruits,8208769,8036232
2021-07-25,Illinois,Fruits,8366641,7883230
2021-08-01,Illinois,Fruits,8373142,7849276
2021-08-08,Illinois,Fruits,8486622,8085975
2021-08-15,Illinois,Fruits,8718945,8137913
2021-08-22,Illinois,Fruits,9262437,8077537
2019-10-06,Indiana,Fruits,4188437,4067140
2019-10-13,Indiana,Fruits,4181825,4144504
2019-10-20,Indiana,Fruits,4097487,4033605
2019-10-27,Indiana,Fruits,4147072,4049704
2019-11-03,Indiana,Fruits,4133581,4096648
2019-11-10,Indiana,Fruits,4372797,4331136
2019-11-17,Indiana,Fruits,4570215,4837238
2019-11-24,Indiana,Fruits,5045985,5193400
2019-12-01,Indiana,Fruits,5204305,4260202
2019-12-08,Indiana,Fruits,4441247,4454517
2019-12-15,Indiana,Fruits,4728000,4627207
2019-12-22,Indiana,Fruits,5228992,5439067
2019-12-29,Indiana,Fruits,5152850,4813182
2020-01-05,Indiana,Fruits,5232150,5124610
2020-01-12,Indiana,Fruits,4842804,5113036
2020-01-19,Indiana,Fruits,4924287,5399286
2020-01-26,Indiana,Fruits,4633225,4392716
2020-02-02,Indiana,Fruits,4663349,4649239
2020-02-09,Indiana,Fruits,4675950,4527838
2020-02-16,Indiana,Fruits,4761839,4529732
2020-02-23,Indiana,Fruits,4727034,4540719
2020-03-01,Indiana,Fruits,4912509,4794247
2020-03-08,Indiana,Fruits,5190941,4694641
2020-03-15,Indiana,Fruits,7604343,4672747
2020-03-22,Indiana,Fruits,8277860,4543409
2020-03-29,Indiana,Fruits,5382055,4417320
2020-04-05,Indiana,Fruits,5576508,4520188
2020-04-12,Indiana,Fruits,5832954,4698420
2020-04-19,Indiana,Fruits,5488889,5115534
2020-04-26,Indiana,Fruits,5638039,4135041
2020-05-03,Indiana,Fruits,5506866,4299560
2020-05-10,Indiana,Fruits,5507215,4443282
2020-05-17,Indiana,Fruits,5241915,4273047
2020-05-24,Indiana,Fruits,5288828,4372052
2020-05-31,Indiana,Fruits,4935714,4022523
2020-06-07,Indiana,Fruits,5034452,4120028
2020-06-14,Indiana,Fruits,5093037,4154063
2020-06-21,Indiana,Fruits,4977791,3994638
2020-06-28,Indiana,Fruits,4700920,4022366
2020-07-05,Indiana,Fruits,5055255,4171190
2020-07-12,Indiana,Fruits,4628930,3952024
2020-07-19,Indiana,Fruits,4848387,4077870
2020-07-26,Indiana,Fruits,4771627,3893576
2020-08-02,Indiana,Fruits,4647905,4012408
2020-08-09,Indiana,Fruits,4762743,4235475
2020-08-16,Indiana,Fruits,4970981,4298983
2020-08-23,Indiana,Fruits,4941261,4208973
2020-08-30,Indiana,Fruits,4755584,4120448
2020-09-06,Indiana,Fruits,4763224,4080993
2020-09-13,Indiana,Fruits,4661445,4186362
2020-09-20,Indiana,Fruits,4643145,4203519
2020-09-27,Indiana,Fruits,4641113,4139690
2020-10-04,Indiana,Fruits,4599832,4188437
2020-10-11,Indiana,Fruits,4649844,4181825
2020-10-18,Indiana,Fruits,4717814,4097487
2020-10-25,Indiana,Fruits,4736902,4147072
2020-11-01,Indiana,Fruits,4792518,4133581
2020-11-08,Indiana,Fruits,4909463,4372797
2020-11-15,Indiana,Fruits,5285610,4570215
2020-11-22,Indiana,Fruits,5895455,5045985
2020-11-29,Indiana,Fruits,5560979,5204305
2020-12-06,Indiana,Fruits,4818427,4441247
2020-12-13,Indiana,Fruits,5159350,4728000
2020-12-20,Indiana,Fruits,5526421,5228992
2020-12-27,Indiana,Fruits,5819327,5152850
2021-01-03,Indiana,Fruits,5772007,5232150
2021-01-10,Indiana,Fruits,5339808,4842804
2021-01-17,Indiana,Fruits,5687389,4924287
2021-01-24,Indiana,Fruits,5457932,4633225
2021-01-31,Indiana,Fruits,5462968,4663349
2021-02-07,Indiana,Fruits,5211700,4675950
2021-02-14,Indiana,Fruits,5422983,4761839
2021-02-21,Indiana,Fruits,5233551,4727034
2021-02-28,Indiana,Fruits,5353859,4912784
2021-03-07,Indiana,Fruits,5210694,5191196
2021-03-14,Indiana,Fruits,5243101,7604059
2021-03-21,Indiana,Fruits,5324189,8277676
2021-03-28,Indiana,Fruits,5216591,5381599
2021-04-04,Indiana,Fruits,5716973,5576019
2021-04-11,Indiana,Fruits,4906942,5830956
2021-04-18,Indiana,Fruits,5247534,5486935
2021-04-25,Indiana,Fruits,5199015,5636588
2021-05-02,Indiana,Fruits,5050954,5505541
2021-05-09,Indiana,Fruits,5078689,5506868
2021-05-16,Indiana,Fruits,5002094,5241051
2021-05-23,Indiana,Fruits,5080418,5293265
2021-05-30,Indiana,Fruits,5188657,4941214
2021-06-06,Indiana,Fruits,4734455,5038688
2021-06-13,Indiana,Fruits,4874090,5097607
2021-06-20,Indiana,Fruits,4974179,4989129
2021-06-27,Indiana,Fruits,4857926,4711305
2021-07-04,Indiana,Fruits,5116963,5064798
2021-07-11,Indiana,Fruits,4725841,4637315
2021-07-18,Indiana,Fruits,4842740,4859055
2021-07-25,Indiana,Fruits,4935118,4783211
2021-08-01,Indiana,Fruits,5017927,4660158
2021-08-08,Indiana,Fruits,4983369,4773334
2021-08-15,Indiana,Fruits,5176767,4980428
2021-08-22,Indiana,Fruits,5259052,4951837
2019-10-06,Iowa,Fruits,2337406,2374043
2019-10-13,Iowa,Fruits,2342061,2383833
2019-10-20,Iowa,Fruits,2259008,2270692
2019-10-27,Iowa,Fruits,2268991,2368556
2019-11-03,Iowa,Fruits,2369905,2427478
2019-11-10,Iowa,Fruits,2494616,2541738
2019-11-17,Iowa,Fruits,2507312,2886066
2019-11-24,Iowa,Fruits,2817805,2775170
2019-12-01,Iowa,Fruits,2721829,2527181
2019-12-08,Iowa,Fruits,2569732,2532285
2019-12-15,Iowa,Fruits,2561985,2680342
2019-12-22,Iowa,Fruits,2943721,3016817
2019-12-29,Iowa,Fruits,2679950,2683358
2020-01-05,Iowa,Fruits,2733906,2843848
2020-01-12,Iowa,Fruits,2736453,2682802
2020-01-19,Iowa,Fruits,2614217,2836306
2020-01-26,Iowa,Fruits,2496494,2593883
2020-02-02,Iowa,Fruits,2572809,2609883
2020-02-09,Iowa,Fruits,2648004,2526951
2020-02-16,Iowa,Fruits,2569228,2582800
2020-02-23,Iowa,Fruits,2507284,2570822
2020-03-01,Iowa,Fruits,2697762,2627507
2020-03-08,Iowa,Fruits,2812026,2691393
2020-03-15,Iowa,Fruits,4187407,2563261
2020-03-22,Iowa,Fruits,4306421,2499880
2020-03-29,Iowa,Fruits,2943181,2519840
2020-04-05,Iowa,Fruits,3369807,2614762
2020-04-12,Iowa,Fruits,3212884,2601427
2020-04-19,Iowa,Fruits,2926840,2753690
2020-04-26,Iowa,Fruits,2926940,2283614
2020-05-03,Iowa,Fruits,2947093,2482702
2020-05-10,Iowa,Fruits,2985700,2521101
2020-05-17,Iowa,Fruits,2747987,2326096
2020-05-24,Iowa,Fruits,2706047,2370417
2020-05-31,Iowa,Fruits,2544361,2260642
2020-06-07,Iowa,Fruits,2615219,2412454
2020-06-14,Iowa,Fruits,2663126,2342452
2020-06-21,Iowa,Fruits,2550192,2157361
2020-06-28,Iowa,Fruits,2434403,2243370
2020-07-05,Iowa,Fruits,2714006,2347650
2020-07-12,Iowa,Fruits,2542711,2238396
2020-07-19,Iowa,Fruits,2633063,2214597
2020-07-26,Iowa,Fruits,2560049,2142851
2020-08-02,Iowa,Fruits,2561341,2252559
2020-08-09,Iowa,Fruits,2603112,2278249
2020-08-16,Iowa,Fruits,2671356,2187214
2020-08-23,Iowa,Fruits,2707833,2293409
2020-08-30,Iowa,Fruits,2658317,2338143
2020-09-06,Iowa,Fruits,2711338,2327055
2020-09-13,Iowa,Fruits,2565949,2299155
2020-09-20,Iowa,Fruits,2483981,2261273
2020-09-27,Iowa,Fruits,2473308,2223253
2020-10-04,Iowa,Fruits,2614319,2337400
2020-10-11,Iowa,Fruits,2633975,2342011
2020-10-18,Iowa,Fruits,2632108,2258956
2020-10-25,Iowa,Fruits,2554076,2268942
2020-11-01,Iowa,Fruits,2605031,2369887
2020-11-08,Iowa,Fruits,2781929,2494581
2020-11-15,Iowa,Fruits,2819933,2507260
2020-11-22,Iowa,Fruits,3225313,2817764
2020-11-29,Iowa,Fruits,2811285,2721818
2020-12-06,Iowa,Fruits,2742931,2569716
2020-12-13,Iowa,Fruits,2792772,2561962
2020-12-20,Iowa,Fruits,2956243,2943703
2020-12-27,Iowa,Fruits,2941253,2679926
2021-01-03,Iowa,Fruits,2981423,2733906
2021-01-10,Iowa,Fruits,2963890,2736425
2021-01-17,Iowa,Fruits,2886374,2614217
2021-01-24,Iowa,Fruits,2798454,2496462
2021-01-31,Iowa,Fruits,2847324,2572784
2021-02-07,Iowa,Fruits,2868514,2648002
2021-02-14,Iowa,Fruits,2751771,2569217
2021-02-21,Iowa,Fruits,2808483,2507284
2021-02-28,Iowa,Fruits,2857023,2699019
2021-03-07,Iowa,Fruits,2839340,2812731
2021-03-14,Iowa,Fruits,2809693,4188770
2021-03-21,Iowa,Fruits,2786062,4307051
2021-03-28,Iowa,Fruits,2762398,2943673
2021-04-04,Iowa,Fruits,3095135,3370865
2021-04-11,Iowa,Fruits,2748127,3213275
2021-04-18,Iowa,Fruits,2787397,2928245
2021-04-25,Iowa,Fruits,2719945,2930306
2021-05-02,Iowa,Fruits,2738500,2950106
2021-05-09,Iowa,Fruits,2805877,2989358
2021-05-16,Iowa,Fruits,2660675,2751429
2021-05-23,Iowa,Fruits,2643787,2726669
2021-05-30,Iowa,Fruits,2698983,2556312
2021-06-06,Iowa,Fruits,2666277,2623861
2021-06-13,Iowa,Fruits,2753377,2676121
2021-06-20,Iowa,Fruits,2630053,2567408
2021-06-27,Iowa,Fruits,2481402,2444408
2021-07-04,Iowa,Fruits,2713698,2726256
2021-07-11,Iowa,Fruits,2503618,2553862
2021-07-18,Iowa,Fruits,2543750,2642914
2021-07-25,Iowa,Fruits,2593072,2566533
2021-08-01,Iowa,Fruits,2480367,2567530
2021-08-08,Iowa,Fruits,2635128,2613084
2021-08-15,Iowa,Fruits,2670956,2682078
2021-08-22,Iowa,Fruits,2762135,2717220
2019-10-06,Kentucky,Fruits,2707035,2625566
2019-10-13,Kentucky,Fruits,2621578,2679415
2019-10-20,Kentucky,Fruits,2640113,2614378
2019-10-27,Kentucky,Fruits,2615529,2566209
2019-11-03,Kentucky,Fruits,2604558,2642211
2019-11-10,Kentucky,Fruits,2773368,2843498
2019-11-17,Kentucky,Fruits,2907560,3264097
2019-11-24,Kentucky,Fruits,3281234,3523619
2019-12-01,Kentucky,Fruits,3435984,2691136
2019-12-08,Kentucky,Fruits,2827955,2938837
2019-12-15,Kentucky,Fruits,2986766,2973792
2019-12-22,Kentucky,Fruits,3333850,3608667
2019-12-29,Kentucky,Fruits,3260179,3047925
2020-01-05,Kentucky,Fruits,3247798,3253747
2020-01-12,Kentucky,Fruits,3033021,3215130
2020-01-19,Kentucky,Fruits,3032650,3212949
2020-01-26,Kentucky,Fruits,2887505,2903346
2020-02-02,Kentucky,Fruits,2925361,2988963
2020-02-09,Kentucky,Fruits,2951513,2845618
2020-02-16,Kentucky,Fruits,2898401,2869490
2020-02-23,Kentucky,Fruits,2918767,2807629
2020-03-01,Kentucky,Fruits,3032550,3093590
2020-03-08,Kentucky,Fruits,3251953,3014947
2020-03-15,Kentucky,Fruits,4753946,2918178
2020-03-22,Kentucky,Fruits,4951339,2874846
2020-03-29,Kentucky,Fruits,3130352,2853830
2020-04-05,Kentucky,Fruits,3448055,2869583
2020-04-12,Kentucky,Fruits,3621920,2955773
2020-04-19,Kentucky,Fruits,3350087,3138329
2020-04-26,Kentucky,Fruits,3417660,2579134
2020-05-03,Kentucky,Fruits,3429672,2829799
2020-05-10,Kentucky,Fruits,3466368,2791397
2020-05-17,Kentucky,Fruits,3238776,2712770
2020-05-24,Kentucky,Fruits,3298280,2709251
2020-05-31,Kentucky,Fruits,3058572,2560605
2020-06-07,Kentucky,Fruits,3110023,2638937
2020-06-14,Kentucky,Fruits,3097760,2599602
2020-06-21,Kentucky,Fruits,3150976,2531489
2020-06-28,Kentucky,Fruits,2915903,2498964
2020-07-05,Kentucky,Fruits,3136751,2668639
2020-07-12,Kentucky,Fruits,2949755,2530649
2020-07-19,Kentucky,Fruits,3033582,2557343
2020-07-26,Kentucky,Fruits,2990293,2420154
2020-08-02,Kentucky,Fruits,2909692,2537356
2020-08-09,Kentucky,Fruits,3010381,2643593
2020-08-16,Kentucky,Fruits,3093013,2740308
2020-08-23,Kentucky,Fruits,3011573,2636613
2020-08-30,Kentucky,Fruits,2963981,2602512
2020-09-06,Kentucky,Fruits,2997811,2656978
2020-09-13,Kentucky,Fruits,2950339,2679439
2020-09-20,Kentucky,Fruits,2960933,2677526
2020-09-27,Kentucky,Fruits,2821342,2597334
2020-10-04,Kentucky,Fruits,2859989,2707035
2020-10-11,Kentucky,Fruits,2944442,2621578
2020-10-18,Kentucky,Fruits,3000885,2640113
2020-10-25,Kentucky,Fruits,2940798,2615529
2020-11-01,Kentucky,Fruits,2980729,2604558
2020-11-08,Kentucky,Fruits,3068477,2773368
2020-11-15,Kentucky,Fruits,3371539,2907560
2020-11-22,Kentucky,Fruits,4031155,3281234
2020-11-29,Kentucky,Fruits,3630297,3435984
2020-12-06,Kentucky,Fruits,3069424,2827955
2020-12-13,Kentucky,Fruits,3261033,2986766
2020-12-20,Kentucky,Fruits,3501415,3333850
2020-12-27,Kentucky,Fruits,3710643,3260179
2021-01-03,Kentucky,Fruits,3510347,3247798
2021-01-10,Kentucky,Fruits,3389867,3033021
2021-01-17,Kentucky,Fruits,3630776,3032650
2021-01-24,Kentucky,Fruits,3369447,2887505
2021-01-31,Kentucky,Fruits,3259888,2925361
2021-02-07,Kentucky,Fruits,3362191,2951513
2021-02-14,Kentucky,Fruits,3633360,2898401
2021-02-21,Kentucky,Fruits,3027756,2918767
2021-02-28,Kentucky,Fruits,3311991,3032838
2021-03-07,Kentucky,Fruits,3258858,3252220
2021-03-14,Kentucky,Fruits,3307083,4753963
2021-03-21,Kentucky,Fruits,3444632,4951332
2021-03-28,Kentucky,Fruits,3398825,3130205
2021-04-04,Kentucky,Fruits,3657079,3447491
2021-04-11,Kentucky,Fruits,3233452,3620847
2021-04-18,Kentucky,Fruits,3420191,3348851
2021-04-25,Kentucky,Fruits,3277291,3416482
2021-05-02,Kentucky,Fruits,3251875,3428656
2021-05-09,Kentucky,Fruits,3207605,3465618
2021-05-16,Kentucky,Fruits,3091782,3237990
2021-05-23,Kentucky,Fruits,3146751,3301001
2021-05-30,Kentucky,Fruits,3116928,3061733
2021-06-06,Kentucky,Fruits,2956753,3113043
2021-06-13,Kentucky,Fruits,3127525,3100573
2021-06-20,Kentucky,Fruits,3207075,3158494
2021-06-27,Kentucky,Fruits,2952079,2921989
2021-07-04,Kentucky,Fruits,3141734,3143329
2021-07-11,Kentucky,Fruits,2932027,2955226
2021-07-18,Kentucky,Fruits,3039834,3039691
2021-07-25,Kentucky,Fruits,3029964,2997917
2021-08-01,Kentucky,Fruits,3051896,2918132
2021-08-08,Kentucky,Fruits,3210309,3018116
2021-08-15,Kentucky,Fruits,3362687,3099164
2021-08-22,Kentucky,Fruits,3418336,3018098
2019-10-06,Louisiana,Fruits,2959670,2965918
2019-10-13,Louisiana,Fruits,2968090,3028969
2019-10-20,Louisiana,Fruits,2791111,2842000
2019-10-27,Louisiana,Fruits,2653815,2696696
2019-11-03,Louisiana,Fruits,2766741,2853336
2019-11-10,Louisiana,Fruits,3002740,3035633
2019-11-17,Louisiana,Fruits,3057893,3416268
2019-11-24,Louisiana,Fruits,3326461,3376535
2019-12-01,Louisiana,Fruits,3389096,2771747
2019-12-08,Louisiana,Fruits,2901880,3012048
2019-12-15,Louisiana,Fruits,2998638,3077083
2019-12-22,Louisiana,Fruits,3342918,3425028
2019-12-29,Louisiana,Fruits,3043669,3011300
2020-01-05,Louisiana,Fruits,2981822,3044906
2020-01-12,Louisiana,Fruits,3147778,3172700
2020-01-19,Louisiana,Fruits,2858294,3263701
2020-01-26,Louisiana,Fruits,2732922,2968443
2020-02-02,Louisiana,Fruits,2828645,3037677
2020-02-09,Louisiana,Fruits,3037488,2949293
2020-02-16,Louisiana,Fruits,2985531,2841032
2020-02-23,Louisiana,Fruits,2848462,2838672
2020-03-01,Louisiana,Fruits,2950825,3128125
2020-03-08,Louisiana,Fruits,3319741,3268635
2020-03-15,Louisiana,Fruits,5145397,2993411
2020-03-22,Louisiana,Fruits,4747537,2879635
2020-03-29,Louisiana,Fruits,3311815,2846099
2020-04-05,Louisiana,Fruits,4036860,3073319
2020-04-12,Louisiana,Fruits,3810610,3085576
2020-04-19,Louisiana,Fruits,3710895,2996840
2020-04-26,Louisiana,Fruits,3714025,2627978
2020-05-03,Louisiana,Fruits,3642837,2932662
2020-05-10,Louisiana,Fruits,3637012,2987777
2020-05-17,Louisiana,Fruits,3453350,2852153
2020-05-24,Louisiana,Fruits,3361866,2732850
2020-05-31,Louisiana,Fruits,3163416,2768839
2020-06-07,Louisiana,Fruits,3553763,2883943
2020-06-14,Louisiana,Fruits,3277497,2851801
2020-06-21,Louisiana,Fruits,3547238,2657013
2020-06-28,Louisiana,Fruits,3124314,2593094
2020-07-05,Louisiana,Fruits,3385770,2844067
2020-07-12,Louisiana,Fruits,3227552,3248592
2020-07-19,Louisiana,Fruits,3357945,2400453
2020-07-26,Louisiana,Fruits,3119339,2533234
2020-08-02,Louisiana,Fruits,3121494,2685690
2020-08-09,Louisiana,Fruits,3298108,2955438
2020-08-16,Louisiana,Fruits,3340983,2958099
2020-08-23,Louisiana,Fruits,3570656,2738979
2020-08-30,Louisiana,Fruits,3199234,2789760
2020-09-06,Louisiana,Fruits,3484813,3021778
2020-09-13,Louisiana,Fruits,3258308,3027466
2020-09-20,Louisiana,Fruits,3207224,2809327
2020-09-27,Louisiana,Fruits,2990286,2754301
2020-10-04,Louisiana,Fruits,3414586,2959670
2020-10-11,Louisiana,Fruits,3363124,2967933
2020-10-18,Louisiana,Fruits,2966640,2791111
2020-10-25,Louisiana,Fruits,3084972,2653815
2020-11-01,Louisiana,Fruits,3179511,2766741
2020-11-08,Louisiana,Fruits,3483775,3002740
2020-11-15,Louisiana,Fruits,3362478,3057836
2020-11-22,Louisiana,Fruits,3776059,3326461
2020-11-29,Louisiana,Fruits,3473242,3389096
2020-12-06,Louisiana,Fruits,3172456,2901880
2020-12-13,Louisiana,Fruits,3496449,2998638
2020-12-20,Louisiana,Fruits,3429501,3342918
2020-12-27,Louisiana,Fruits,3442946,3043669
2021-01-03,Louisiana,Fruits,3342596,2981822
2021-01-10,Louisiana,Fruits,3730383,3147778
2021-01-17,Louisiana,Fruits,3684415,2858294
2021-01-24,Louisiana,Fruits,3398419,2732922
2021-01-31,Louisiana,Fruits,3186804,2828645
2021-02-07,Louisiana,Fruits,3482658,3037488
2021-02-14,Louisiana,Fruits,3571558,2985531
2021-02-21,Louisiana,Fruits,3011402,2848462
2021-02-28,Louisiana,Fruits,3489556,2951564
2021-03-07,Louisiana,Fruits,3541915,3320702
2021-03-14,Louisiana,Fruits,3465484,5146062
2021-03-21,Louisiana,Fruits,3488715,4748306
2021-03-28,Louisiana,Fruits,3368611,3311776
2021-04-04,Louisiana,Fruits,3530482,4036473
2021-04-11,Louisiana,Fruits,3354098,3810269
2021-04-18,Louisiana,Fruits,3428296,3710143
2021-04-25,Louisiana,Fruits,3375626,3717544
2021-05-02,Louisiana,Fruits,3349920,3644777
2021-05-09,Louisiana,Fruits,3492494,3638552
2021-05-16,Louisiana,Fruits,3371408,3453891
2021-05-23,Louisiana,Fruits,3235657,3365832
2021-05-30,Louisiana,Fruits,3241872,3168747
2021-06-06,Louisiana,Fruits,3306408,3556969
2021-06-13,Louisiana,Fruits,3481261,3282552
2021-06-20,Louisiana,Fruits,3472815,3553227
2021-06-27,Louisiana,Fruits,3120470,3131010
2021-07-04,Louisiana,Fruits,3262807,3392910
2021-07-11,Louisiana,Fruits,3198940,3233403
2021-07-18,Louisiana,Fruits,3420813,3365993
2021-07-25,Louisiana,Fruits,3430529,3126255
2021-08-01,Louisiana,Fruits,3425913,3127441
2021-08-08,Louisiana,Fruits,3831543,3304184
2021-08-15,Louisiana,Fruits,4052159,3345775
2021-08-22,Louisiana,Fruits,3812909,3576800
2019-10-06,Maine,Fruits,1202510,1178345
2019-10-13,Maine,Fruits,1230926,1185833
2019-10-20,Maine,Fruits,1216544,1180102
2019-10-27,Maine,Fruits,1175469,1162126
2019-11-03,Maine,Fruits,1182463,1172928
2019-11-10,Maine,Fruits,1236848,1227424
2019-11-17,Maine,Fruits,1335821,1409104
2019-11-24,Maine,Fruits,1423052,1561777
2019-12-01,Maine,Fruits,1556492,1200213
2019-12-08,Maine,Fruits,1241973,1237860
2019-12-15,Maine,Fruits,1291627,1317026
2019-12-22,Maine,Fruits,1399892,1479317
2019-12-29,Maine,Fruits,1435384,1327764
2020-01-05,Maine,Fruits,1369684,1353216
2020-01-12,Maine,Fruits,1372735,1315989
2020-01-19,Maine,Fruits,1378173,1598375
2020-01-26,Maine,Fruits,1300825,1178846
2020-02-02,Maine,Fruits,1315358,1347968
2020-02-09,Maine,Fruits,1296059,1284392
2020-02-16,Maine,Fruits,1388878,1295358
2020-02-23,Maine,Fruits,1301589,1313600
2020-03-01,Maine,Fruits,1385152,1335243
2020-03-08,Maine,Fruits,1486177,1377270
2020-03-15,Maine,Fruits,2106024,1324990
2020-03-22,Maine,Fruits,2177586,1288886
2020-03-29,Maine,Fruits,1530453,1282818
2020-04-05,Maine,Fruits,1689840,1326394
2020-04-12,Maine,Fruits,1618266,1323152
2020-04-19,Maine,Fruits,1534471,1493078
2020-04-26,Maine,Fruits,1507965,1160864
2020-05-03,Maine,Fruits,1514056,1289092
2020-05-10,Maine,Fruits,1494943,1293704
2020-05-17,Maine,Fruits,1502907,1294999
2020-05-24,Maine,Fruits,1483248,1307921
2020-05-31,Maine,Fruits,1386839,1234420
2020-06-07,Maine,Fruits,1431603,1279808
2020-06-14,Maine,Fruits,1416208,1330643
2020-06-21,Maine,Fruits,1466689,1301293
2020-06-28,Maine,Fruits,1372015,1317719
2020-07-05,Maine,Fruits,1483497,1443385
2020-07-12,Maine,Fruits,1348815,1319775
2020-07-19,Maine,Fruits,1469149,1362276
2020-07-26,Maine,Fruits,1426055,1324445
2020-08-02,Maine,Fruits,1416284,1346343
2020-08-09,Maine,Fruits,1430937,1305938
2020-08-16,Maine,Fruits,1495248,1327341
2020-08-23,Maine,Fruits,1386367,1264591
2020-08-30,Maine,Fruits,1374440,1277145
2020-09-06,Maine,Fruits,1415387,1257597
2020-09-13,Maine,Fruits,1387314,1223855
2020-09-20,Maine,Fruits,1387705,1222516
2020-09-27,Maine,Fruits,1277897,1203020
2020-10-04,Maine,Fruits,1300856,1202510
2020-10-11,Maine,Fruits,1310397,1230926
2020-10-18,Maine,Fruits,1367286,1216544
2020-10-25,Maine,Fruits,1292593,1175412
2020-11-01,Maine,Fruits,1331881,1182463
2020-11-08,Maine,Fruits,1368064,1236848
2020-11-15,Maine,Fruits,1505350,1335794
2020-11-22,Maine,Fruits,1626984,1423052
2020-11-29,Maine,Fruits,1559277,1556492
2020-12-06,Maine,Fruits,1354165,1241973
2020-12-13,Maine,Fruits,1341473,1291403
2020-12-20,Maine,Fruits,1446627,1399780
2020-12-27,Maine,Fruits,1605780,1435384
2021-01-03,Maine,Fruits,1382274,1369025
2021-01-10,Maine,Fruits,1409207,1372118
2021-01-17,Maine,Fruits,1542965,1377424
2021-01-24,Maine,Fruits,1450020,1300183
2021-01-31,Maine,Fruits,1407488,1314771
2021-02-07,Maine,Fruits,1434488,1295456
2021-02-14,Maine,Fruits,1446357,1388323
2021-02-21,Maine,Fruits,1406458,1300996
2021-02-28,Maine,Fruits,1443966,1389749
2021-03-07,Maine,Fruits,1447225,1492096
2021-03-14,Maine,Fruits,1479615,2115189
2021-03-21,Maine,Fruits,1505011,2188689
2021-03-28,Maine,Fruits,1444333,1539905
2021-04-04,Maine,Fruits,1656168,1696560
2021-04-11,Maine,Fruits,1298949,1629782
2021-04-18,Maine,Fruits,1497161,1546686
2021-04-25,Maine,Fruits,1383031,1522263
2021-05-02,Maine,Fruits,1400124,1524420
2021-05-09,Maine,Fruits,1419259,1512757
2021-05-16,Maine,Fruits,1413660,1517250
2021-05-23,Maine,Fruits,1434804,1496730
2021-05-30,Maine,Fruits,1473958,1401185
2021-06-06,Maine,Fruits,1383281,1446143
2021-06-13,Maine,Fruits,1453956,1431563
2021-06-20,Maine,Fruits,1499024,1482506
2021-06-27,Maine,Fruits,1438521,1387373
2021-07-04,Maine,Fruits,1574627,1494163
2021-07-11,Maine,Fruits,1411104,1359974
2021-07-18,Maine,Fruits,1514982,1482266
2021-07-25,Maine,Fruits,1451368,1440416
2021-08-01,Maine,Fruits,1445653,1431107
2021-08-08,Maine,Fruits,1465185,1445276
2021-08-15,Maine,Fruits,1494581,1508415
2021-08-22,Maine,Fruits,1463918,1396630
2019-10-06,Maryland,Fruits,4872160,4891952
2019-10-13,Maryland,Fruits,4812920,4908732
2019-10-20,Maryland,Fruits,4745136,4787694
2019-10-27,Maryland,Fruits,4716299,4777155
2019-11-03,Maryland,Fruits,4709383,4723978
2019-11-10,Maryland,Fruits,4934302,5027696
2019-11-17,Maryland,Fruits,5083763,5723509
2019-11-24,Maryland,Fruits,5795026,6094120
2019-12-01,Maryland,Fruits,6034176,4731908
2019-12-08,Maryland,Fruits,4829122,5154592
2019-12-15,Maryland,Fruits,5135741,5281661
2019-12-22,Maryland,Fruits,5858040,6002426
2019-12-29,Maryland,Fruits,5698225,5532080
2020-01-05,Maryland,Fruits,5457056,5524680
2020-01-12,Maryland,Fruits,5220951,5780900
2020-01-19,Maryland,Fruits,5307565,5607105
2020-01-26,Maryland,Fruits,5100376,5238239
2020-02-02,Maryland,Fruits,5074972,5171855
2020-02-09,Maryland,Fruits,5157452,5192138
2020-02-16,Maryland,Fruits,5160534,5253158
2020-02-23,Maryland,Fruits,5170058,5101918
2020-03-01,Maryland,Fruits,5497990,5246125
2020-03-08,Maryland,Fruits,6056305,5450333
2020-03-15,Maryland,Fruits,8875087,5293050
2020-03-22,Maryland,Fruits,8441562,5094794
2020-03-29,Maryland,Fruits,6219664,5157862
2020-04-05,Maryland,Fruits,6482061,5235060
2020-04-12,Maryland,Fruits,6502851,5193995
2020-04-19,Maryland,Fruits,6324108,5443353
2020-04-26,Maryland,Fruits,6277385,4749100
2020-05-03,Maryland,Fruits,6230554,4867720
