Date,State,Category,Dollars,LastYear
2020-09-06,Kentucky,Dairy,12960438,11296532
2020-09-13,Kentucky,Dairy,12524787,11047842
2020-09-20,Kentucky,Dairy,12679864,11112308
2020-09-27,Kentucky,Dairy,12298861,10806225
2020-10-04,Kentucky,Dairy,12439580,11282207
2020-10-11,Kentucky,Dairy,12586396,11660743
2020-10-18,Kentucky,Dairy,12717415,11650400
2020-10-25,Kentucky,Dairy,12598369,11455985
2020-11-01,Kentucky,Dairy,12955361,11609108
2020-11-08,Kentucky,Dairy,12755717,12001500
2020-11-15,Kentucky,Dairy,13588039,12099041
2020-11-22,Kentucky,Dairy,15589351,12652580
2020-11-29,Kentucky,Dairy,14481962,13650296
2020-12-06,Kentucky,Dairy,13015005,11424986
2020-12-13,Kentucky,Dairy,13380457,12226022
2020-12-20,Kentucky,Dairy,14429165,13744187
2020-12-27,Kentucky,Dairy,15526541,13397385
2021-01-03,Kentucky,Dairy,13814831,12583592
2021-01-10,Kentucky,Dairy,13582987,12011300
2021-01-17,Kentucky,Dairy,14211247,12192937
2021-01-24,Kentucky,Dairy,13239423,11939416
2021-01-31,Kentucky,Dairy,13268612,12399611
2021-02-07,Kentucky,Dairy,14162709,12505067
2021-02-14,Kentucky,Dairy,15895819,11720112
2021-02-21,Kentucky,Dairy,12864932,11770309
2021-02-28,Kentucky,Dairy,12496741,11983059
2021-03-07,Kentucky,Dairy,12558394,12313696
2021-03-14,Kentucky,Dairy,12675429,16796174
2021-03-21,Kentucky,Dairy,12905067,17713219
2021-03-28,Kentucky,Dairy,12345321,11832154
2021-04-04,Kentucky,Dairy,13617446,13570791
2021-04-11,Kentucky,Dairy,11649040,14289194
2021-04-18,Kentucky,Dairy,12709787,13613412
2021-04-25,Kentucky,Dairy,12665403,13616997
2021-05-02,Kentucky,Dairy,12493639,13798971
2021-05-09,Kentucky,Dairy,12543363,14002487
2021-05-16,Kentucky,Dairy,12200874,13005337
2021-05-23,Kentucky,Dairy,12321408,13291217
2021-05-30,Kentucky,Dairy,12551499,12306241
2021-06-06,Kentucky,Dairy,12395356,12420538
2021-06-13,Kentucky,Dairy,12619851,12294448
2021-06-20,Kentucky,Dairy,12660937,12788140
2021-06-27,Kentucky,Dairy,11950040,11815044
2021-07-04,Kentucky,Dairy,13149302,13120616
2021-07-11,Kentucky,Dairy,12366520,11946992
2021-07-18,Kentucky,Dairy,12721751,12319887
2021-07-25,Kentucky,Dairy,12387430,12235716
2021-08-01,Kentucky,Dairy,12432724,12248013
2021-08-08,Kentucky,Dairy,13009520,12583589
2021-08-15,Kentucky,Dairy,13231660,12761766
2021-08-22,Kentucky,Dairy,13428127,12685364
2019-10-06,Louisiana,Dairy,11386968,11521330
2019-10-13,Louisiana,Dairy,11603116,11796333
2019-10-20,Louisiana,Dairy,11211991,11263777
2019-10-27,Louisiana,Dairy,10796049,10763788
2019-11-03,Louisiana,Dairy,11248593,11336920
2019-11-10,Louisiana,Dairy,11814301,11834965
2019-11-17,Louisiana,Dairy,11790904,12987236
2019-11-24,Louisiana,Dairy,12427291,12867119
2019-12-01,Louisiana,Dairy,12989329,10705584
2019-12-08,Louisiana,Dairy,11247710,11711366
2019-12-15,Louisiana,Dairy,11783001,11927705
2019-12-22,Louisiana,Dairy,13584677,13585117
2019-12-29,Louisiana,Dairy,12390436,11728029
2020-01-05,Louisiana,Dairy,11535711,11635770
2020-01-12,Louisiana,Dairy,12271664,11940060
2020-01-19,Louisiana,Dairy,11415454,12354317
2020-01-26,Louisiana,Dairy,11156495,11460359
2020-02-02,Louisiana,Dairy,11582862,11475378
2020-02-09,Louisiana,Dairy,11830284,11030634
2020-02-16,Louisiana,Dairy,11503281,10755538
2020-02-23,Louisiana,Dairy,11031645,10791857
2020-03-01,Louisiana,Dairy,11213833,11290619
2020-03-08,Louisiana,Dairy,12046603,11865289
2020-03-15,Louisiana,Dairy,17209786,10932668
2020-03-22,Louisiana,Dairy,16005178,10703744
2020-03-29,Louisiana,Dairy,11607119,10737894
2020-04-05,Louisiana,Dairy,14434444,11496532
2020-04-12,Louisiana,Dairy,13876270,11506923
2020-04-19,Louisiana,Dairy,13727846,11440353
2020-04-26,Louisiana,Dairy,13380388,10236060
2020-05-03,Louisiana,Dairy,13378059,10990790
2020-05-10,Louisiana,Dairy,13262415,11361450
2020-05-17,Louisiana,Dairy,12697285,10827144
2020-05-24,Louisiana,Dairy,12355528,10613654
2020-05-31,Louisiana,Dairy,11848596,10745057
2020-06-07,Louisiana,Dairy,12646073,11463538
2020-06-14,Louisiana,Dairy,11844364,11424123
2020-06-21,Louisiana,Dairy,12472056,10655630
2020-06-28,Louisiana,Dairy,11600741,10762151
2020-07-05,Louisiana,Dairy,12527262,11780256
2020-07-12,Louisiana,Dairy,11818168,12574500
2020-07-19,Louisiana,Dairy,12179973,10158572
2020-07-26,Louisiana,Dairy,11853620,10772679
2020-08-02,Louisiana,Dairy,11737311,11251750
2020-08-09,Louisiana,Dairy,12246356,11799485
2020-08-16,Louisiana,Dairy,12441798,11623374
2020-08-23,Louisiana,Dairy,13331597,10995935
2020-08-30,Louisiana,Dairy,11580762,11265090
2020-09-06,Louisiana,Dairy,12525067,11630474
2020-09-13,Louisiana,Dairy,12315801,11474381
2020-09-20,Louisiana,Dairy,12254989,10985758
2020-09-27,Louisiana,Dairy,11979245,10801802
2020-10-04,Louisiana,Dairy,12816243,11386968
2020-10-11,Louisiana,Dairy,12434314,11603116
2020-10-18,Louisiana,Dairy,11245195,11211991
2020-10-25,Louisiana,Dairy,11750218,10796049
2020-11-01,Louisiana,Dairy,12544165,11248593
2020-11-08,Louisiana,Dairy,12711324,11814301
2020-11-15,Louisiana,Dairy,12360136,11790904
2020-11-22,Louisiana,Dairy,13690994,12427291
2020-11-29,Louisiana,Dairy,13406470,12989329
2020-12-06,Louisiana,Dairy,12239851,11247710
2020-12-13,Louisiana,Dairy,12925303,11783001
2020-12-20,Louisiana,Dairy,13540849,13584677
2020-12-27,Louisiana,Dairy,13766055,12390436
2021-01-03,Louisiana,Dairy,12448565,11535711
2021-01-10,Louisiana,Dairy,13587989,12271665
2021-01-17,Louisiana,Dairy,13207393,11415454
2021-01-24,Louisiana,Dairy,12276342,11156496
2021-01-31,Louisiana,Dairy,11817050,11582863
2021-02-07,Louisiana,Dairy,13022734,11830287
2021-02-14,Louisiana,Dairy,13489344,11503281
2021-02-21,Louisiana,Dairy,11357966,11031654
2021-02-28,Louisiana,Dairy,12143874,11216265
2021-03-07,Louisiana,Dairy,12320483,12049664
2021-03-14,Louisiana,Dairy,11745055,17211881
2021-03-21,Louisiana,Dairy,11797210,16006418
2021-03-28,Louisiana,Dairy,11625640,11608255
2021-04-04,Louisiana,Dairy,12254152,14436016
2021-04-11,Louisiana,Dairy,11465040,13877655
2021-04-18,Louisiana,Dairy,11872079,13729470
2021-04-25,Louisiana,Dairy,11683164,13381793
2021-05-02,Louisiana,Dairy,11545509,13379600
2021-05-09,Louisiana,Dairy,12012217,13264154
2021-05-16,Louisiana,Dairy,11692673,12699216
2021-05-23,Louisiana,Dairy,11652958,12357276
2021-05-30,Louisiana,Dairy,11524827,11850836
2021-06-06,Louisiana,Dairy,11934420,12648115
2021-06-13,Louisiana,Dairy,11895148,11846560
2021-06-20,Louisiana,Dairy,12310526,12474230
2021-06-27,Louisiana,Dairy,11401593,11602843
2021-07-04,Louisiana,Dairy,12281823,12529229
2021-07-11,Louisiana,Dairy,11777674,11820517
2021-07-18,Louisiana,Dairy,12097407,12183130
2021-07-25,Louisiana,Dairy,11908398,11856736
2021-08-01,Louisiana,Dairy,11820268,11740827
2021-08-08,Louisiana,Dairy,12634907,12249891
2021-08-15,Louisiana,Dairy,12839033,12445076
2021-08-22,Louisiana,Dairy,12353100,13335489
2019-10-06,Maine,Dairy,5522960,5442644
2019-10-13,Maine,Dairy,5639826,5437284
2019-10-20,Maine,Dairy,5581341,5357457
2019-10-27,Maine,Dairy,5422830,5302976
2019-11-03,Maine,Dairy,5297427,5173283
2019-11-10,Maine,Dairy,5473465,5196196
2019-11-17,Maine,Dairy,5788026,5852621
2019-11-24,Maine,Dairy,5747855,6114206
2019-12-01,Maine,Dairy,6269059,5097040
2019-12-08,Maine,Dairy,5460125,5281977
2019-12-15,Maine,Dairy,5661747,5611489
2019-12-22,Maine,Dairy,6219725,6413818
2019-12-29,Maine,Dairy,6368908,5669719
2020-01-05,Maine,Dairy,5796084,5510688
2020-01-12,Maine,Dairy,5669484,5455444
2020-01-19,Maine,Dairy,5801479,6620987
2020-01-26,Maine,Dairy,5349448,4834390
2020-02-02,Maine,Dairy,5493948,5710026
2020-02-09,Maine,Dairy,5545276,5295812
2020-02-16,Maine,Dairy,5720220,5276831
2020-02-23,Maine,Dairy,5466643,5376874
2020-03-01,Maine,Dairy,5505246,5384074
2020-03-08,Maine,Dairy,5629572,5494261
2020-03-15,Maine,Dairy,7182306,5250095
2020-03-22,Maine,Dairy,7608255,5175805
2020-03-29,Maine,Dairy,5890911,5191144
2020-04-05,Maine,Dairy,6652464,5316077
2020-04-12,Maine,Dairy,6371886,5290440
2020-04-19,Maine,Dairy,6178739,5964733
2020-04-26,Maine,Dairy,6122386,4772610
2020-05-03,Maine,Dairy,6262641,5313755
2020-05-10,Maine,Dairy,6194402,5382868
2020-05-17,Maine,Dairy,6226584,5486379
2020-05-24,Maine,Dairy,6068860,5643837
2020-05-31,Maine,Dairy,5721808,5335010
2020-06-07,Maine,Dairy,5907487,5475590
2020-06-14,Maine,Dairy,6018944,5727059
2020-06-21,Maine,Dairy,6156025,5642712
2020-06-28,Maine,Dairy,5878748,5778221
2020-07-05,Maine,Dairy,6791295,6493900
2020-07-12,Maine,Dairy,6160606,5916037
2020-07-19,Maine,Dairy,6543569,6023128
2020-07-26,Maine,Dairy,6253200,5878321
2020-08-02,Maine,Dairy,6232631,6021269
2020-08-09,Maine,Dairy,6432691,6059357
2020-08-16,Maine,Dairy,6572547,6215542
2020-08-23,Maine,Dairy,6379445,5867509
2020-08-30,Maine,Dairy,6393810,5892269
2020-09-06,Maine,Dairy,6472943,5846722
2020-09-13,Maine,Dairy,6289194,5693606
2020-09-20,Maine,Dairy,6330649,5515259
2020-09-27,Maine,Dairy,6033262,5412050
2020-10-04,Maine,Dairy,6025490,5522960
2020-10-11,Maine,Dairy,6094333,5639826
2020-10-18,Maine,Dairy,6322324,5581341
2020-10-25,Maine,Dairy,5842726,5422830
2020-11-01,Maine,Dairy,5912695,5297427
2020-11-08,Maine,Dairy,5853988,5473465
2020-11-15,Maine,Dairy,6218141,5788026
2020-11-22,Maine,Dairy,6455210,5747855
2020-11-29,Maine,Dairy,6420005,6269059
2020-12-06,Maine,Dairy,6004573,5460125
2020-12-13,Maine,Dairy,5979398,5661747
2020-12-20,Maine,Dairy,6541974,6219725
2020-12-27,Maine,Dairy,7299149,6368908
2021-01-03,Maine,Dairy,6090474,5796084
2021-01-10,Maine,Dairy,6003207,5669484
2021-01-17,Maine,Dairy,6454924,5801480
2021-01-24,Maine,Dairy,6093476,5349453
2021-01-31,Maine,Dairy,6056554,5493973
2021-02-07,Maine,Dairy,6401104,5545307
2021-02-14,Maine,Dairy,6260066,5720233
2021-02-21,Maine,Dairy,6061589,5466668
2021-02-28,Maine,Dairy,5927871,5506444
2021-03-07,Maine,Dairy,5925022,5630628
2021-03-14,Maine,Dairy,5970776,7183440
2021-03-21,Maine,Dairy,5955368,7609390
2021-03-28,Maine,Dairy,5702962,5892316
2021-04-04,Maine,Dairy,6448811,6654178
2021-04-11,Maine,Dairy,5088388,6373805
2021-04-18,Maine,Dairy,5998417,6180743
2021-04-25,Maine,Dairy,5631479,6123948
2021-05-02,Maine,Dairy,5782356,6264367
2021-05-09,Maine,Dairy,5900566,6196059
2021-05-16,Maine,Dairy,5830765,6228064
2021-05-23,Maine,Dairy,5847559,6070341
2021-05-30,Maine,Dairy,6182250,5723257
2021-06-06,Maine,Dairy,5977894,5908843
2021-06-13,Maine,Dairy,5964555,6020372
2021-06-20,Maine,Dairy,6428651,6157326
2021-06-27,Maine,Dairy,6276018,5880010
2021-07-04,Maine,Dairy,7050797,6792677
2021-07-11,Maine,Dairy,6377928,6162059
2021-07-18,Maine,Dairy,6595946,6544896
2021-07-25,Maine,Dairy,6569096,6254561
2021-08-01,Maine,Dairy,6585703,6234185
2021-08-08,Maine,Dairy,6553883,6434360
2021-08-15,Maine,Dairy,6586081,6573996
2021-08-22,Maine,Dairy,6449794,6380990
2019-10-06,Maryland,Dairy,16121105,15963697
2019-10-13,Maryland,Dairy,16182363,16055039
2019-10-20,Maryland,Dairy,16227632,16073209
2019-10-27,Maryland,Dairy,16057099,15900378
2019-11-03,Maryland,Dairy,15844645,15479634
2019-11-10,Maryland,Dairy,16288347,16212853
2019-11-17,Maryland,Dairy,16665957,18282328
2019-11-24,Maryland,Dairy,18462678,19581702
2019-12-01,Maryland,Dairy,20008073,15111971
2019-12-08,Maryland,Dairy,15390353,16032269
2019-12-15,Maryland,Dairy,16469047,16360666
2019-12-22,Maryland,Dairy,19259386,19343187
2019-12-29,Maryland,Dairy,18456579,17505398
2020-01-05,Maryland,Dairy,16621910,16622600
2020-01-12,Maryland,Dairy,16430288,17877991
2020-01-19,Maryland,Dairy,16736556,17392581
2020-01-26,Maryland,Dairy,16156449,16023785
2020-02-02,Maryland,Dairy,16479157,16800221
2020-02-09,Maryland,Dairy,16422569,16127427
2020-02-16,Maryland,Dairy,16139818,16261474
2020-02-23,Maryland,Dairy,16160224,15949537
2020-03-01,Maryland,Dairy,16469832,16031744
2020-03-08,Maryland,Dairy,17105512,16365649
2020-03-15,Maryland,Dairy,24510175,15586512
2020-03-22,Maryland,Dairy,24581833,15240548
2020-03-29,Maryland,Dairy,19174961,15346050
2020-04-05,Maryland,Dairy,20470036,15628727
2020-04-12,Maryland,Dairy,20744156,15459599
2020-04-19,Maryland,Dairy,20613568,16677306
2020-04-26,Maryland,Dairy,20424543,14837225
2020-05-03,Maryland,Dairy,20262740,15387265
2020-05-10,Maryland,Dairy,19979410,15777095
2020-05-17,Maryland,Dairy,18769609,15493099
2020-05-24,Maryland,Dairy,19124210,15758535
2020-05-31,Maryland,Dairy,17880059,15305380
2020-06-07,Maryland,Dairy,17696535,15577252
2020-06-14,Maryland,Dairy,17721501,15730657
2020-06-21,Maryland,Dairy,18070301,15342525
2020-06-28,Maryland,Dairy,17226712,15056326
2020-07-05,Maryland,Dairy,18291927,16010547
2020-07-12,Maryland,Dairy,17546614,15120180
2020-07-19,Maryland,Dairy,17826051,15491888
2020-07-26,Maryland,Dairy,17709704,15149225
2020-08-02,Maryland,Dairy,17476867,15252899
2020-08-09,Maryland,Dairy,17598637,15477813
2020-08-16,Maryland,Dairy,17625789,15475350
2020-08-23,Maryland,Dairy,17709938,15680901
2020-08-30,Maryland,Dairy,17636203,16141947
2020-09-06,Maryland,Dairy,17863443,16678442
2020-09-13,Maryland,Dairy,17961099,16027651
2020-09-20,Maryland,Dairy,17980974,16015443
2020-09-27,Maryland,Dairy,17771733,15935782
2020-10-04,Maryland,Dairy,17638260,16121105
2020-10-11,Maryland,Dairy,17667904,16182363
2020-10-18,Maryland,Dairy,17687633,16227632
2020-10-25,Maryland,Dairy,17356340,16057099
2020-11-01,Maryland,Dairy,17733534,15844645
2020-11-08,Maryland,Dairy,17729431,16288347
2020-11-15,Maryland,Dairy,18393403,16665957
2020-11-22,Maryland,Dairy,20328300,18462678
2020-11-29,Maryland,Dairy,21391247,20008073
2020-12-06,Maryland,Dairy,16430331,15390353
2020-12-13,Maryland,Dairy,18325998,16469047
2020-12-20,Maryland,Dairy,19962107,19259386
2020-12-27,Maryland,Dairy,22491961,18456579
2021-01-03,Maryland,Dairy,17911198,16621910
2021-01-10,Maryland,Dairy,17585423,16430435
2021-01-17,Maryland,Dairy,18629993,16736556
2021-01-24,Maryland,Dairy,18362875,16156449
2021-01-31,Maryland,Dairy,19851114,16479226
2021-02-07,Maryland,Dairy,18962231,16422579
2021-02-14,Maryland,Dairy,18880518,16139888
2021-02-21,Maryland,Dairy,18183810,16160294
2021-02-28,Maryland,Dairy,17606010,16471453
2021-03-07,Maryland,Dairy,17400755,17107508
2021-03-14,Maryland,Dairy,17246617,24512784
2021-03-21,Maryland,Dairy,17343745,24584673
2021-03-28,Maryland,Dairy,16890022,19177563
2021-04-04,Maryland,Dairy,18020950,20472884
2021-04-11,Maryland,Dairy,16493010,20746868
2021-04-18,Maryland,Dairy,17071386,20616008
2021-04-25,Maryland,Dairy,17046167,20426993
2021-05-02,Maryland,Dairy,16583890,20265241
2021-05-09,Maryland,Dairy,17187562,19982085
2021-05-16,Maryland,Dairy,16968619,18771960
2021-05-23,Maryland,Dairy,17044429,19125164
2021-05-30,Maryland,Dairy,17291467,17881471
2021-06-06,Maryland,Dairy,17160692,17697789
2021-06-13,Maryland,Dairy,16870274,17722509
2021-06-20,Maryland,Dairy,17280859,18071723
2021-06-27,Maryland,Dairy,16776079,17228282
2021-07-04,Maryland,Dairy,17518895,18292447
2021-07-11,Maryland,Dairy,16927450,17549769
2021-07-18,Maryland,Dairy,16929725,17831606
2021-07-25,Maryland,Dairy,16997157,17711987
2021-08-01,Maryland,Dairy,16959693,17479397
2021-08-08,Maryland,Dairy,16998106,17602321
2021-08-15,Maryland,Dairy,17097381,17629204
2021-08-22,Maryland,Dairy,17406811,17713136
2019-10-06,Massachusetts,Dairy,23215015,22693555
2019-10-13,Massachusetts,Dairy,23358745,22763672
2019-10-20,Massachusetts,Dairy,22764344,22458842
2019-10-27,Massachusetts,Dairy,22573958,22419852
2019-11-03,Massachusetts,Dairy,22668844,22226058
2019-11-10,Massachusetts,Dairy,23308156,22642399
2019-11-17,Massachusetts,Dairy,23755534,24868908
2019-11-24,Massachusetts,Dairy,24854775,25902236
2019-12-01,Massachusetts,Dairy,27031179,21269953
2019-12-08,Massachusetts,Dairy,22684666,23065685
2019-12-15,Massachusetts,Dairy,23664799,23344946
2019-12-22,Massachusetts,Dairy,25876049,26426370
2019-12-29,Massachusetts,Dairy,26161783,23843730
2020-01-05,Massachusetts,Dairy,23687595,23289365
2020-01-12,Massachusetts,Dairy,23417378,23131234
2020-01-19,Massachusetts,Dairy,24204811,26363430
2020-01-26,Massachusetts,Dairy,22940303,21710466
2020-02-02,Massachusetts,Dairy,23347486,23956283
2020-02-09,Massachusetts,Dairy,24174691,22916320
2020-02-16,Massachusetts,Dairy,22859246,21939801
2020-02-23,Massachusetts,Dairy,22656495,21970879
2020-03-01,Massachusetts,Dairy,23240818,23151975
2020-03-08,Massachusetts,Dairy,24727023,23638188
2020-03-15,Massachusetts,Dairy,32939327,22464892
2020-03-22,Massachusetts,Dairy,33670279,21980570
2020-03-29,Massachusetts,Dairy,25954936,21892492
2020-04-05,Massachusetts,Dairy,27987351,22796345
2020-04-12,Massachusetts,Dairy,29319310,23230930
2020-04-19,Massachusetts,Dairy,26884437,23431564
2020-04-26,Massachusetts,Dairy,27552257,19503187
2020-05-03,Massachusetts,Dairy,28095270,22375807
2020-05-10,Massachusetts,Dairy,28332812,22725397
2020-05-17,Massachusetts,Dairy,26425906,22263501
2020-05-24,Massachusetts,Dairy,26314275,22309850
2020-05-31,Massachusetts,Dairy,25219497,22042535
2020-06-07,Massachusetts,Dairy,26031005,22413459
2020-06-14,Massachusetts,Dairy,25604610,22584022
2020-06-21,Massachusetts,Dairy,25431895,22180885
2020-06-28,Massachusetts,Dairy,24382616,21781677
2020-07-05,Massachusetts,Dairy,26194977,23088900
2020-07-12,Massachusetts,Dairy,24973803,22207967
2020-07-19,Massachusetts,Dairy,25313341,22229785
2020-07-26,Massachusetts,Dairy,24529444,21704642
2020-08-02,Massachusetts,Dairy,24630923,22315019
2020-08-09,Massachusetts,Dairy,25759022,22716016
2020-08-16,Massachusetts,Dairy,25574805,22564280
2020-08-23,Massachusetts,Dairy,25174651,22152843
2020-08-30,Massachusetts,Dairy,25317735,22834655
2020-09-06,Massachusetts,Dairy,25954030,24332145
2020-09-13,Massachusetts,Dairy,25909385,23227079
2020-09-20,Massachusetts,Dairy,26077212,22725004
2020-09-27,Massachusetts,Dairy,25345133,22506747
2020-10-04,Massachusetts,Dairy,25766848,23215015
2020-10-11,Massachusetts,Dairy,25910297,23358745
2020-10-18,Massachusetts,Dairy,25705449,22764344
2020-10-25,Massachusetts,Dairy,24827412,22573958
2020-11-01,Massachusetts,Dairy,25603138,22668844
2020-11-08,Massachusetts,Dairy,26191438,23308156
2020-11-15,Massachusetts,Dairy,26110604,23755534
2020-11-22,Massachusetts,Dairy,28062021,24854775
2020-11-29,Massachusetts,Dairy,28381841,27031179
2020-12-06,Massachusetts,Dairy,25044477,22684666
2020-12-13,Massachusetts,Dairy,26609044,23664799
2020-12-20,Massachusetts,Dairy,28677934,25876049
2020-12-27,Massachusetts,Dairy,31050822,26161783
2021-01-03,Massachusetts,Dairy,24619197,23687595
2021-01-10,Massachusetts,Dairy,25642834,23417378
2021-01-17,Massachusetts,Dairy,26167695,24204811
2021-01-24,Massachusetts,Dairy,25868779,22940878
2021-01-31,Massachusetts,Dairy,26609016,23348028
2021-02-07,Massachusetts,Dairy,28378647,24175131
2021-02-14,Massachusetts,Dairy,26694837,22859671
2021-02-21,Massachusetts,Dairy,25424310,22656902
2021-02-28,Massachusetts,Dairy,25125157,23245234
2021-03-07,Massachusetts,Dairy,26147747,24731708
2021-03-14,Massachusetts,Dairy,25386190,32944708
2021-03-21,Massachusetts,Dairy,25034327,33675227
2021-03-28,Massachusetts,Dairy,24646913,25959764
2021-04-04,Massachusetts,Dairy,27813668,27992339
2021-04-11,Massachusetts,Dairy,23926429,29324941
2021-04-18,Massachusetts,Dairy,24965595,26890115
2021-04-25,Massachusetts,Dairy,23621737,27557642
2021-05-02,Massachusetts,Dairy,24968987,28100188
2021-05-09,Massachusetts,Dairy,25520011,28338004
2021-05-16,Massachusetts,Dairy,24259600,26430631
2021-05-23,Massachusetts,Dairy,24497690,26318789
2021-05-30,Massachusetts,Dairy,24920016,25224556
2021-06-06,Massachusetts,Dairy,25345372,26036697
2021-06-13,Massachusetts,Dairy,24338457,25610556
2021-06-20,Massachusetts,Dairy,24552464,25438120
2021-06-27,Massachusetts,Dairy,23983911,24389059
2021-07-04,Massachusetts,Dairy,25731897,26200756
2021-07-11,Massachusetts,Dairy,25427515,24979961
2021-07-18,Massachusetts,Dairy,24652534,25319855
2021-07-25,Massachusetts,Dairy,24420653,24537551
2021-08-01,Massachusetts,Dairy,24805657,24638841
2021-08-08,Massachusetts,Dairy,25670470,25766556
2021-08-15,Massachusetts,Dairy,24900973,25581623
2021-08-22,Massachusetts,Dairy,26017878,25180944
2019-10-06,Michigan,Dairy,28295230,28046704
2019-10-13,Michigan,Dairy,28610382,27899420
2019-10-20,Michigan,Dairy,28336447,28374991
2019-10-27,Michigan,Dairy,28138788,27839554
2019-11-03,Michigan,Dairy,28322233,27463753
2019-11-10,Michigan,Dairy,28703464,28673599
2019-11-17,Michigan,Dairy,30042687,30022705
2019-11-24,Michigan,Dairy,30376650,32842214
2019-12-01,Michigan,Dairy,33243920,27192354
2019-12-08,Michigan,Dairy,28018214,28478305
2019-12-15,Michigan,Dairy,29244960,29325399
2019-12-22,Michigan,Dairy,33198445,35374973
2019-12-29,Michigan,Dairy,31962423,28310315
2020-01-05,Michigan,Dairy,30463897,29787029
2020-01-12,Michigan,Dairy,31439582,28905310
2020-01-19,Michigan,Dairy,29679144,30454026
2020-01-26,Michigan,Dairy,28482221,30049939
2020-02-02,Michigan,Dairy,29848025,31495043
2020-02-09,Michigan,Dairy,29095341,27810600
2020-02-16,Michigan,Dairy,28624099,27847550
2020-02-23,Michigan,Dairy,28527410,28308217
2020-03-01,Michigan,Dairy,28672329,27601695
2020-03-08,Michigan,Dairy,29093501,28963997
2020-03-15,Michigan,Dairy,41815994,27981509
2020-03-22,Michigan,Dairy,41950343,26694265
2020-03-29,Michigan,Dairy,31692947,25612391
2020-04-05,Michigan,Dairy,34726210,26513197
2020-04-12,Michigan,Dairy,37377134,28478097
2020-04-19,Michigan,Dairy,33493884,32337301
2020-04-26,Michigan,Dairy,34902400,24550077
2020-05-03,Michigan,Dairy,33821425,27322304
2020-05-10,Michigan,Dairy,34961216,28563590
2020-05-17,Michigan,Dairy,32094976,27099521
2020-05-24,Michigan,Dairy,33476148,28853413
2020-05-31,Michigan,Dairy,30427323,26183518
2020-06-07,Michigan,Dairy,30615266,27283308
2020-06-14,Michigan,Dairy,29862702,28887500
2020-06-21,Michigan,Dairy,30693451,27341522
2020-06-28,Michigan,Dairy,29249650,27030164
2020-07-05,Michigan,Dairy,32360254,28636991
2020-07-12,Michigan,Dairy,29023858,26926613
2020-07-19,Michigan,Dairy,30467895,27847971
2020-07-26,Michigan,Dairy,30459745,27390267
2020-08-02,Michigan,Dairy,29942102,27595483
2020-08-09,Michigan,Dairy,30533870,27961479
2020-08-16,Michigan,Dairy,30362885,28211153
2020-08-23,Michigan,Dairy,30650758,27870195
2020-08-30,Michigan,Dairy,30984523,28950226
2020-09-06,Michigan,Dairy,32108752,28476006
2020-09-13,Michigan,Dairy,31048256,28016094
2020-09-20,Michigan,Dairy,30727786,27889033
2020-09-27,Michigan,Dairy,30687098,27691810
2020-10-04,Michigan,Dairy,31260846,28295230
2020-10-11,Michigan,Dairy,30291987,28610382
2020-10-18,Michigan,Dairy,30935791,28336447
2020-10-25,Michigan,Dairy,31634013,28138788
2020-11-01,Michigan,Dairy,31876447,28322233
2020-11-08,Michigan,Dairy,30526247,28703464
2020-11-15,Michigan,Dairy,32992056,30042687
2020-11-22,Michigan,Dairy,35666131,30376650
2020-11-29,Michigan,Dairy,34371391,33243920
2020-12-06,Michigan,Dairy,31478552,28018214
2020-12-13,Michigan,Dairy,32522396,29244960
2020-12-20,Michigan,Dairy,35014345,33198445
2020-12-27,Michigan,Dairy,37122707,31962423
2021-01-03,Michigan,Dairy,33891421,30464365
2021-01-10,Michigan,Dairy,32608473,31439582
2021-01-17,Michigan,Dairy,33486431,29679454
2021-01-24,Michigan,Dairy,32371326,28482376
2021-01-31,Michigan,Dairy,33098324,29848252
2021-02-07,Michigan,Dairy,33677911,29095543
2021-02-14,Michigan,Dairy,31181594,28624504
2021-02-21,Michigan,Dairy,30733467,28527893
2021-02-28,Michigan,Dairy,31355416,28673266
2021-03-07,Michigan,Dairy,30713410,29094864
2021-03-14,Michigan,Dairy,30193935,41814977
2021-03-21,Michigan,Dairy,30269745,41950386
2021-03-28,Michigan,Dairy,30225326,31695059
2021-04-04,Michigan,Dairy,33313936,34726990
2021-04-11,Michigan,Dairy,27194540,37379212
2021-04-18,Michigan,Dairy,30316409,33496170
2021-04-25,Michigan,Dairy,30326589,34904472
2021-05-02,Michigan,Dairy,30375079,33822626
2021-05-09,Michigan,Dairy,31222105,34963197
2021-05-16,Michigan,Dairy,28874231,32096387
2021-05-23,Michigan,Dairy,30109682,33477935
2021-05-30,Michigan,Dairy,32066981,30428709
2021-06-06,Michigan,Dairy,29286272,30616536
2021-06-13,Michigan,Dairy,29325439,29864218
2021-06-20,Michigan,Dairy,31051066,30695177
2021-06-27,Michigan,Dairy,29546392,29250895
2021-07-04,Michigan,Dairy,33308370,32362416
2021-07-11,Michigan,Dairy,28990846,29026524
2021-07-18,Michigan,Dairy,31160597,30471849
2021-07-25,Michigan,Dairy,30388350,30464132
2021-08-01,Michigan,Dairy,29675120,29946326
2021-08-08,Michigan,Dairy,29949363,30538207
2021-08-15,Michigan,Dairy,30074691,30367655
2021-08-22,Michigan,Dairy,31041148,30654848
2019-10-06,Minnesota,Dairy,18280864,17693944
2019-10-13,Minnesota,Dairy,18308580,17746142
2019-10-20,Minnesota,Dairy,17705415,17308216
